,Name,Genre,AE_Mean,AE_Std,RMS_Mean,RMS_Std,ZCR_Mean,ZCR_Std,BER_Mean,BER_Std,SC_Mean,SC_Std,BW_Mean,BW_Std,MFCC0_Mean,MFCC0_Std,MFCC1_Mean,MFCC1_Std,MFCC2_Mean,MFCC2_Std,MFCC3_Mean,MFCC3_Std,MFCC4_Mean,MFCC4_Std,MFCC5_Mean,MFCC5_Std,MFCC6_Mean,MFCC6_Std,MFCC7_Mean,MFCC7_Std,MFCC8_Mean,MFCC8_Std,MFCC9_Mean,MFCC9_Std,MFCC10_Mean,MFCC10_Std,MFCC11_Mean,MFCC11_Std,MFCC12_Mean,MFCC12_Std
337,07 Master of Puppets.mp4,metal,0.27185616,0.14419289,0.10099482,0.050210427,0.10368027358855375,0.056680960514134016,31.518518,103.41432,1938.4308022606915,793.4800505717686,1976.500222043138,584.8127513527893,-166.83232,75.00852,100.32164,38.128677,-27.50271,27.33008,39.15707,32.692654,10.686675,14.055628,6.204621,15.6921425,-2.37001,10.91403,7.6107283,11.768894,-14.340022,8.926338,1.5448854,11.865286,-1.9773431,8.184691,1.6984714,9.962446,-8.964646,8.171427
338,08 Addicted.mp4,metal,0.13913563,0.027943026,0.04766628,0.011342288,0.08613782051282051,0.01850631842020777,18.524405,7.3278832,1488.0976915670371,192.3767597562088,1622.0357806309194,161.23366632949418,-201.3766,53.85372,142.28482,14.066597,-43.496727,7.3472424,25.955317,5.890696,-6.3280754,7.8524437,3.6679015,7.749551,-5.943771,5.772063,0.057211142,5.110503,-16.177696,5.8554764,10.557242,7.527417,-14.8706045,5.645937,0.30070344,4.6040154,-14.114205,5.071213
339,07 Rockstar.mp4,metal,0.31096542,0.20780344,0.14982523,0.097107925,0.09317603151114207,0.1672239142713961,4106.814,7408.5215,1240.7607386608313,1792.679020285582,1115.5672883509394,997.9696464152322,-391.8975,94.16705,133.84555,73.87901,19.892054,24.047747,31.49876,23.123354,51.66947,32.803753,16.535372,16.085829,-1.2883514,10.699963,6.6590314,15.7564945,3.3324587,11.724796,7.2708073,10.659141,22.060589,14.277225,16.633146,10.163722,3.9471834,9.327638
340,08 Aerials.mp4,metal,0.026675552,0.03467757,0.012161759,0.017101781,0.13241533343301434,0.09652384405954603,,,1986.647396779734,1127.315030791186,2158.265644376227,725.2714410776019,-506.48718,85.58661,89.64744,36.335358,3.3739626,7.5909953,25.232277,12.257426,15.682715,9.246691,10.413651,6.0500846,11.433698,6.2782845,21.86028,10.969454,-0.5740898,6.739548,-3.9447284,5.4413905,1.8416909,4.1536045,13.738703,5.6935697,2.648454,5.3957405
341,07 Popular Monster.mp4,metal,0.11454603,0.23841204,0.046583652,0.0993344,0.030073480845442535,0.05896831287720857,,,646.77601650585,954.5874030688556,733.3013162724391,941.2297219222819,-404.44907,177.75989,44.38572,58.7651,-6.211795,22.957487,0.8234269,10.757405,3.3677123,7.673219,4.263523,8.396239,-6.3151,9.294446,-6.707706,13.616325,-6.726298,10.64016,-5.2075763,12.830128,-9.453472,13.155714,-7.8186197,13.951459,-8.317079,11.323521
342,07 Toxicity.mp4,metal,0.37822092,0.24452122,0.13221994,0.08729292,0.09991040711009175,0.06901649338285179,,,1917.574143310355,1216.9893857819043,1776.5166069993127,1085.5851886153828,-168.10289,248.68013,55.389656,36.727062,-20.582766,17.901731,23.027061,17.321081,0.62339735,7.749075,16.503262,12.335006,1.3782709,8.102816,12.178713,9.258677,0.5341175,5.499065,9.063823,7.149741,-3.406257,5.0575123,7.494215,6.329452,-8.02688,7.2224326
343,08 B.Y.O.B..mp4,metal,0.80075586,0.25123212,0.28915122,0.10813621,0.15025306180264994,0.05524282289066955,,,2572.7058316040893,679.7685238000239,2275.301244881545,530.6196626640958,15.015365,129.50533,77.19747,25.020473,-33.428024,21.262682,25.273743,16.39119,-11.010606,12.870955,9.151905,7.0016274,-1.3007916,9.887633,14.423325,11.339018,-2.833186,6.439369,11.705187,6.6829896,-4.7169547,5.821658,7.117167,6.409316,-11.845759,6.3955784
344,08 Custer.mp4,metal,0.7325956,0.41081122,0.29283842,0.17325994,0.13880539546899842,0.043010018523008585,7.2091637,7.8263035,2610.473976213895,392.2988416077951,2433.0294890546443,232.6479090443474,-46.100143,213.6194,70.95324,30.043785,-18.505331,15.487989,30.363787,10.484803,-4.2882185,9.552151,17.813524,6.6120386,0.7053438,8.67897,13.394578,7.156078,-0.22307661,7.7615643,9.960243,6.266063,-6.222303,10.625433,10.427981,6.485224,-3.9644716,8.701187
345,07 The Reason.mp4,metal,0.58539706,0.36314493,0.2315127,0.14413756,0.09539428109605912,0.04772920056900931,,,1963.9803279816522,580.548856752759,2169.231017464086,432.5432520656379,-103.4298,159.72296,91.01134,24.436815,-10.154562,10.619737,46.2954,16.739716,10.425666,11.910004,9.1698,9.219654,-1.0706868,11.83166,10.049541,6.9132376,-5.498065,7.28171,6.7943544,8.933154,-4.0230975,8.191005,7.481167,7.2403426,-4.510845,7.214464
346,07 sTraNgeRs.mp4,metal,0.64808345,0.40264627,0.27811742,0.18188447,0.08110375150966184,0.07608513732144104,,,2052.8895823589396,883.7190708829067,2268.6773479094873,684.1878286326645,-115.78689,205.4117,72.501144,36.033558,-3.1579294,12.410013,28.625147,18.737259,-0.5143187,9.122601,9.250906,14.802628,1.5924445,7.6525645,9.796622,12.113161,-0.19755116,7.2314878,11.431858,10.13691,-4.7646723,7.486335,8.956096,8.361657,-2.5151598,5.6510754
347,08 Duality.mp4,metal,0.9301207,0.2860312,0.45895243,0.15539993,0.1418795748873874,0.05732600332128156,,,2548.8201918034697,521.588985812583,2324.131643615618,264.75861235084346,46.974163,142.12672,81.338806,25.362196,-25.049957,14.525442,37.95873,16.179699,-7.126683,15.2872715,17.712404,6.771905,-3.7633138,11.193762,13.83249,8.27867,-2.0987706,8.380175,13.734525,6.001859,-2.3217123,6.262633,11.347871,5.5002804,-6.404502,6.7865715
348,07 Smooth Criminal.mp4,metal,0.6683155,0.30101043,0.2165941,0.10893625,0.11077063552270948,0.054438757236042405,28.185469,45.54725,2169.096223258659,604.5075512211591,2290.888797437887,331.411102613807,-44.704952,133.95163,97.33045,27.734446,-15.307548,20.880608,22.215508,12.588416,-11.070657,13.947438,16.90973,8.926265,-0.09943901,8.684066,9.257548,7.00517,-1.108238,7.263324,10.1247,7.0655155,-5.4159393,6.384668,7.8884945,6.591299,-5.7559648,6.680252
349,07 Snow (Hey Oh).mp4,metal,0.42399466,0.077283636,0.16054228,0.04089957,0.10388721722737819,0.038521290095428866,17.933083,16.01799,2365.4003231589845,437.1665738834083,2513.944042566009,211.55248881707348,-54.477207,29.953419,84.91046,14.193471,-3.6209178,11.465178,41.646713,9.4532175,2.5260224,9.885731,17.395588,7.4665275,-13.213459,7.0100555,9.953687,6.436219,-14.754217,7.5988035,8.840575,6.3518996,-9.512115,6.548216,0.51594526,5.982554,-8.691957,6.252317
350,08 All Summer Long.mp4,metal,0.9220084,0.12570046,0.37165344,0.101842426,0.10236610595514307,0.05003943339382156,31.496279,35.2837,2299.6999138414167,697.6660076631963,2505.7604411214897,383.11214916627034,24.969711,31.535023,94.88948,23.37196,1.405132,16.19028,24.9661,14.291237,-8.011453,12.996977,18.369486,7.9890428,-3.583139,9.947868,12.391451,7.6719284,-6.036172,8.665508,9.285898,7.5996265,-4.32017,7.2596884,5.360187,6.8271155,-6.979284,6.9928737
351,08 Can't Stop.mp4,metal,0.66038674,0.24726257,0.23927034,0.10124106,0.14412881612967382,0.0891509836268368,16.55778,47.289513,2553.340244275603,891.5165976780285,2265.452670526573,425.72628121692543,-45.29633,123.391396,71.07145,36.614506,-28.394888,23.161482,35.34232,17.780111,1.3363922,14.645861,11.30144,10.45572,-13.557288,14.457519,13.582827,10.112666,-9.348675,12.565978,8.555614,9.788999,-4.1586957,9.057947,4.686072,8.925679,-9.314912,8.597918
352,08 Bad Company.mp4,metal,0.2773657,0.10569961,0.096987925,0.03197042,0.07904491734338748,0.02199304575382976,51.644917,108.72981,1585.4864196113228,420.7463679439086,1862.9914708788765,435.97764095220714,-128.68277,47.187214,135.99074,27.086792,-22.000004,17.2509,19.706478,8.304075,0.05964447,9.440765,4.147373,8.985055,-14.160395,7.5093064,4.3483863,5.8889694,-7.642918,7.121535,7.5370083,6.488663,-7.06861,6.726683,2.541055,6.344209,-14.837234,6.4424353
353,07 Sextape.mp4,metal,0.6216332,0.17671502,0.22253956,0.061956115,0.10229208961716937,0.04237023925293119,327.53683,1722.2139,2245.0126271370405,708.7710110049233,2328.507085066963,532.9907252098418,-35.333927,80.25018,89.07601,32.746475,-11.400091,10.903798,38.511787,9.350636,1.4629775,9.766292,16.952942,6.8617744,3.7046702,8.428499,18.845245,6.357835,0.020128762,7.729492,15.119474,5.7086067,-3.883116,6.226503,9.347863,5.4591317,-7.186979,7.269707
354,08 Before I Forget.mp4,metal,0.6468587,0.3660245,0.25506374,0.1538603,0.1355737625676721,0.036350100529899156,5.994438,4.7632356,2463.5028439552348,372.43751839071626,2295.459794710762,186.7792025648664,-19.840687,129.889,86.64826,18.415052,-26.628523,12.352873,34.83508,11.635228,-7.241252,6.864678,12.350043,8.720737,-6.270156,7.107522,11.102233,6.9661045,-4.66622,6.763154,8.261814,6.397601,-8.18169,5.7662826,7.33006,6.479714,-8.202219,6.445231
355,08 Dani California.mp4,metal,0.7553806,0.13369082,0.27460015,0.07566599,0.1040911397911833,0.028233609477020413,13.833128,14.447344,2363.3844128681053,304.4205093537283,2530.8431539357216,152.6999133856573,4.1310844,21.474321,81.02214,12.14889,-3.5856838,13.075754,45.862793,9.25087,-1.1647683,7.842789,18.289694,7.3434167,0.15772843,7.55916,17.19297,6.57253,-0.6919594,6.699094,11.747304,5.6663365,-6.7901998,5.3596473,7.759329,5.4787564,-5.891421,5.48049
356,08 Change (In the House of Flies).mp4,metal,0.7619594,0.1151574,0.27228534,0.059827078,0.13092734918793503,0.032728734200936735,6.240479,4.489428,2519.980716653638,399.2450252146852,2393.4562759915484,226.85071960248746,24.076052,22.276978,78.17331,15.841318,-27.515135,9.761249,37.204235,11.933889,4.7249584,8.109315,12.696811,6.0726953,-7.173458,6.0906005,15.27544,5.4813695,-3.7420664,5.6987753,13.450657,6.574869,-4.3431826,5.8518686,6.380429,5.0299053,-7.5945687,5.1203794
357,08 Coming Undone.mp4,metal,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-1131.3711,0.00024414062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,08 Down with the Sickness.mp4,metal,0.6861088,0.24985898,0.25052086,0.1023808,0.1334371072602475,0.05883918954813437,64.94439,635.83075,2512.3982127050144,730.2523659380797,2273.44634755003,488.62086826384075,-11.446568,85.93,77.91684,27.79669,-34.427082,26.36824,41.822006,16.771677,5.218061,11.953016,16.367128,9.44929,3.1186411,11.233662,12.849935,8.495356,0.8946475,8.675726,8.178216,8.712277,-3.4042006,6.80442,8.128389,7.9194345,-5.388391,5.64401
359,08 Hail to the King.mp4,metal,0.49787727,0.1497111,0.16819891,0.05042589,0.1492577218677494,0.0495297278955592,6.1147,5.0773907,2707.5564778387306,555.0783724352242,2415.1349403004015,291.505446755921,-27.546642,37.917904,72.20526,19.795492,-23.7621,13.69734,36.930805,10.898005,-9.509791,8.991886,16.41061,7.0962906,1.3383746,9.409089,11.0617,7.9776115,1.6849693,8.607238,16.557549,7.0874553,-1.3325993,8.10025,12.521563,6.1242623,-6.22276,7.4485326
360,09 Headstrong.mp4,metal,0.2079379,0.077555165,0.06772229,0.04549504,0.033854166666666664,0.013069570247320788,209.84143,108.77654,1109.8697555546541,340.0014794206634,1646.511300117497,324.22604763149246,-282.5172,91.457275,141.4029,11.273751,-22.555893,13.3179035,40.6815,7.530812,30.491404,6.4502263,18.313532,3.3687358,6.393036,5.290141,10.762319,4.8896837,2.011534,3.3512547,15.9781685,2.6298609,-4.782428,3.5050504,-2.9094229,4.436486,-3.8033285,2.628987
361,08 Sextape.mp4,metal,0.20012122,0.04082889,0.08803159,0.023877645,0.02215812742248062,0.04954383986173315,26023.67,11317.133,383.35667589241336,534.5377261773756,824.99048601569,431.1264185845518,-398.8467,36.635174,175.09953,21.836098,33.217377,9.784178,49.28851,7.95671,26.826809,5.13878,15.601102,4.7077065,18.841259,4.396902,12.449361,3.6164112,14.117791,3.8475833,14.097924,3.1577752,11.804374,4.347507,15.843487,5.590041,7.963642,4.184891
362,10 Change (In the House of Flies).mp4,metal,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-1131.371,0.00012207031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,09 Before I Forget.mp4,metal,0.31927398,0.08873064,0.13837726,0.04094326,0.12231358429715303,0.03991509705213392,6.550936,3.893836,2484.887431789394,367.55669012905884,2309.9913276078178,195.5880373771046,-40.627384,71.0066,85.27023,15.369554,-33.00247,10.755916,23.230923,8.686768,-11.819395,5.125318,7.9652243,6.2047396,-9.257149,5.0518217,8.241894,5.747645,-8.652113,4.7849817,5.9849315,4.6613216,-11.439557,5.595912,5.2263374,4.955371,-10.128958,4.280077
364,09 Down with the Sickness.mp4,metal,0.69400173,0.34703165,0.25608075,0.14015236,0.1625603089589235,0.06209621231091685,8.146462,18.591326,3046.348512360331,611.6877772118356,2685.4619843100622,305.14956327496895,-49.56324,196.176,50.28758,25.977339,-14.82599,14.245225,34.722855,17.519184,5.7983503,8.632611,19.184784,8.591331,-1.448277,8.002508,16.927635,7.8259883,1.0246383,6.650606,13.219807,6.6494474,-2.0289035,6.645255,10.538461,6.369075,-4.2702518,6.0044255
365,08 Headstrong.mp4,metal,0.57225275,0.22762834,0.21569316,0.09223733,0.0718759063225058,0.05025348003420023,156.8074,416.65247,1668.1380761866396,802.0558231212386,1842.3661616872225,597.0870436633403,-91.13639,85.304504,116.54636,42.55315,-27.418125,16.31993,52.10943,16.62633,12.761252,14.879809,18.740509,9.602118,6.1566796,8.0121765,10.418261,12.033922,3.4781022,8.845331,10.854484,8.806869,3.710406,7.7812595,5.407953,8.602335,-3.1271083,5.974673
366,09 Dani California.mp4,metal,0.5645653,0.24839479,0.19732545,0.09688592,0.11785682935393259,0.05499258805922257,132.65015,779.446,2095.941305777941,682.3641338098066,2078.3427212951474,465.04788178919506,-77.212,116.52949,81.18207,34.33019,-25.67823,24.200243,54.151787,23.309006,10.541052,11.3762865,15.2675495,12.204019,-0.73893523,12.987328,15.421838,7.7614093,3.823437,9.223024,8.968197,8.776491,-3.4221275,7.9421988,3.4711623,9.804419,-9.404042,8.172683
367,08 Lips Of An Angel.mp4,metal,0.06124288,0.04919326,0.025940455,0.020588407,0.050809605473286876,0.05500179099456552,,,1149.6543409621368,856.2125412951875,1458.0516998217684,735.2898163085727,-397.57867,171.36647,115.32356,51.4916,4.7044816,38.35478,21.711601,15.221948,-1.982457,19.121975,3.1384807,10.558464,-9.192366,9.797357,-1.9020799,9.290434,-11.329455,9.583504,0.17678134,8.624354,-9.898923,9.0777235,-4.8058877,6.9169245,-12.783208,8.042801
368,08 It's Been Awhile.mp4,metal,0.43748003,0.30710074,0.16241236,0.11459054,0.08674971628653676,0.07395166221834251,,,1773.5605802504779,989.8613366626507,1995.710334349788,614.4905845162585,-141.86308,176.98633,93.820015,37.764046,3.0610554,25.595102,37.780014,14.492227,5.4797273,11.311675,10.92726,10.089078,-4.6147256,9.445943,11.746172,9.454673,-7.8545995,10.180799,5.8158526,7.752556,-6.028676,8.720356,1.3554242,9.244374,-4.1696916,6.6639743
369,09 Bad Company.mp4,metal,0.02590924,0.04846888,0.009217314,0.016533243,0.0868112082389581,0.05604892739802287,,,2001.0807890234275,1257.6008204556563,2133.5735328658575,1028.9914758031132,-519.15967,190.53572,70.43785,57.177567,-1.15803,16.002615,12.624729,11.850888,3.411367,7.3319488,1.1302493,5.9867005,-4.445572,6.75375,1.5211124,5.2500596,-2.8520453,7.484321,4.399676,5.891211,-1.4088268,5.6785135,0.8336163,7.285751,-4.079412,6.3535023
370,11 Coming Undone.mp4,metal,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,09 All Summer Long.mp4,metal,0.41120046,0.3597198,0.15863922,0.15512164,0.06600806565031503,0.052724772688973,,,1449.5503724769976,927.1657156838279,1678.137409829195,911.6736633925148,-179.19646,189.9539,79.77561,43.18481,-5.458733,19.75593,25.810015,19.482416,0.3626141,18.164274,14.321169,14.156927,1.9099165,10.09202,7.8976297,10.8676815,-0.96737117,8.505259,6.182137,11.057152,2.8549497,8.231381,2.3266826,7.543817,-4.6635423,8.489641
372,11 Snow (Hey Oh).mp4,metal,0.15354134,0.13164835,0.05040885,0.04374181,0.11879022359341826,0.08210551699190621,,,2151.942552642544,1214.0029843828652,1743.5446565914392,915.4693218904499,-362.68958,204.7491,39.29348,32.35648,-15.99559,23.184143,55.747814,39.516323,-12.496465,14.720802,-2.1791732,10.021531,-7.892391,11.070911,-5.4475074,7.3824906,-16.110413,13.085352,-9.372454,12.266727,-9.849844,11.216519,2.682442,6.9587135,-4.287991,10.285302
373,08 Master of Puppets.mp4,metal,0.42433605,0.12852865,0.14228132,0.04399825,0.13078309285576178,0.04059391524889431,4.9724402,3.9724176,2417.5045916834515,485.86899367745934,2276.7197446893438,293.8780427223259,-79.607414,36.39063,70.39247,19.069635,-20.85336,15.030343,57.20574,8.66512,11.122388,9.590887,12.364085,9.914311,-4.1501102,8.012416,12.391404,7.83533,-11.2567835,9.016601,8.629126,7.837512,0.12432696,8.615418,8.075446,8.357902,-8.70977,8.027507
374,09 Hail to the King.mp4,metal,0.45682228,0.1787715,0.15312369,0.056177415,0.14938611508585445,0.0493116960624974,5.967904,5.33898,2752.4412990871533,527.0854938748513,2433.385835324406,300.0828882248389,-42.827194,66.41071,69.49597,20.050161,-23.097013,13.371527,43.96437,18.079494,-8.684857,8.780313,17.451187,7.3321147,1.4766625,8.7456875,9.534834,7.9613657,1.1754452,9.381245,13.410827,8.221255,-3.7689364,7.708311,9.598214,7.9496107,-7.0755277,6.401125
375,09 Change (In the House of Flies).mp4,metal,0.47423485,0.33734652,0.16988282,0.12313059,0.12275080964810518,0.05708008280585206,,,2321.6285142438137,681.0556612905666,2137.120239747794,546.2145969221622,-137.94113,197.66328,69.856125,41.573475,-29.694902,18.710964,44.270313,23.208391,10.469996,9.844212,8.93063,7.150191,-2.791414,10.7769985,7.6720185,7.427133,-5.716675,5.4309916,3.8452344,10.452597,-2.838207,9.063251,2.5008433,8.103525,-5.8823338,5.9652586
376,09 Coming Undone.mp4,metal,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-1131.3711,0.00024414062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,09 Master of Puppets.mp4,metal,0.43142,0.13249901,0.15169379,0.050211765,0.12666461233565351,0.04323384813888233,6.190788,5.527588,2452.7148798551525,523.7094381678606,2252.0426310443636,307.85749853252094,-76.50652,36.348064,68.40144,21.351307,-23.189137,14.838627,61.27977,14.716226,5.440055,8.211352,13.423557,11.4371395,-0.28182366,7.987246,16.009901,8.405626,-7.71986,8.524043,9.643683,7.9768953,0.5565092,7.9212556,10.254569,7.6019177,-5.9846506,7.793318
378,08 Snow (Hey Oh).mp4,metal,0.43318465,0.070253566,0.16265355,0.03652665,0.10957741202629544,0.03229637729285971,,,2341.1227667298567,380.39859730646424,2366.106054959269,210.32623124403582,-45.302834,27.956934,85.611244,13.822849,-15.034538,9.677158,47.64319,9.405953,0.686011,8.413677,17.114756,7.2609844,-14.468117,7.860802,8.618772,6.5843444,-12.314614,6.7843194,6.3499084,5.8942237,-11.643023,6.58255,1.827778,5.7735543,-9.115029,6.358313
379,09 Snow (Hey Oh).mp4,metal,0.43549222,0.066342324,0.16085407,0.035376612,0.12009906104988399,0.035046770690894735,8.9352255,6.385264,2419.804966785216,374.5147279789621,2406.0528172682425,181.13490216423605,-38.179466,22.660725,83.70623,13.572341,-15.613284,8.359315,42.673363,9.71641,-0.616321,8.641561,15.631434,6.8344502,-10.90965,7.1830144,9.2069845,6.064813,-12.577803,6.5396714,5.6561775,6.6907363,-11.082319,6.1864505,2.5806177,5.727149,-8.967433,6.412433
380,10 Coming Undone.mp4,metal,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-1131.3711,0.00024414062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,10 Master of Puppets.mp4,metal,0.5646785,0.15969327,0.20665957,0.062191382,0.10069091985692188,0.05335381997752812,43.74655,134.88148,2348.8417594089933,681.4951632318442,2295.3241439315298,322.21918452582906,-56.59601,51.7224,71.61094,23.76143,-18.045437,16.980019,61.62208,17.324257,5.866609,8.525771,26.606215,7.637321,4.135527,7.2787337,18.965725,6.0885925,-4.739696,6.0972395,11.010924,10.785486,-1.7444049,6.4516554,9.064037,5.910678,-5.406007,6.3266454
382,11 Master of Puppets.mp4,metal,0.6348188,0.16172594,0.22062661,0.0657499,0.12825596360208816,0.048248915542011,10.751449,22.592285,2579.269973645305,487.3755597435675,2343.366445604042,233.96323946904113,-21.314423,32.745605,66.89188,18.202518,-23.827738,13.39711,54.56282,13.917238,5.2828646,7.577863,20.527666,9.357335,0.5262179,10.04715,14.813816,7.4243236,-6.032173,8.534385,10.268002,9.566732,-1.2844547,7.8707166,8.658593,7.0657988,-6.9757633,6.6405416
383,17 Master of Puppets.mp4,metal,0.0018829776,0.0032320092,0.00059790665,0.0010260872,0.09592952530276816,0.12088654052842995,,,1239.7368638642208,1478.0633505745757,860.7802157873489,1008.8053683765565,-836.37164,244.37607,21.622297,25.960274,-26.308979,32.711685,15.521029,18.96734,-1.9675198,6.2245536,0.012055393,3.6406891,-3.2258348,7.384816,-1.2911096,3.7234244,-6.961836,8.942575,0.5517723,3.6632159,-0.17308547,4.162965,3.7155437,5.53533,1.0912244,4.614454
384,13 Master of Puppets.mp4,metal,0.5339669,0.16006769,0.1927224,0.06495343,0.1187977329853055,0.05477851904745276,17.991318,50.64364,2539.7496999873692,631.0411987190404,2305.763138270363,357.34626238787786,-54.905277,49.207726,64.95703,21.848145,-22.727732,16.498379,66.48227,18.771088,7.9569993,7.8888726,20.476534,7.920868,5.4358597,8.225988,12.567972,7.203023,-8.070912,6.5589776,3.053089,8.958982,-3.758473,5.9660425,5.300566,5.7748957,-9.3911495,5.876103
385,14 Master of Puppets.mp4,metal,0.5918339,0.14798495,0.2098944,0.065039285,0.12967813466744005,0.053045218429233425,14.852943,46.975475,2750.068322038839,511.40970823905906,2476.8166130036393,222.97902894957306,-28.105646,31.752981,57.375965,16.06168,-17.997353,13.412636,53.262688,11.986631,6.0843396,8.957787,23.041542,9.173358,2.3065567,8.78081,16.14086,6.26336,-8.205556,7.017443,7.6820765,7.1557746,-2.9625564,6.0946317,5.949497,6.0899673,-8.643253,6.607284
386,12 Master of Puppets.mp4,metal,0.6055306,0.14776807,0.22013658,0.065805875,0.11903564264307812,0.05093229738948801,14.165874,29.784908,2657.051367689607,495.327320654044,2438.6538618072705,220.2194560754766,-34.224884,31.691133,57.489727,15.040841,-15.9547,11.888445,63.229305,10.181676,8.191739,7.4642954,21.766743,8.422476,3.1232488,7.905601,15.330705,6.3165326,-6.2063165,7.873458,7.2042127,7.364975,-2.64115,6.6211147,5.154566,6.215817,-10.595137,6.1649594
387,15 Master of Puppets.mp4,metal,0.52930224,0.22082804,0.17975591,0.07820716,0.15871217614075792,0.05944190014745484,6.1677914,12.591317,2972.123600766989,497.71538451546354,2516.143030465224,233.2890599871708,-46.58656,84.47846,51.554066,15.701299,-18.46953,12.791441,51.707027,19.005127,4.399449,10.976271,21.39237,8.568383,-0.604242,8.42298,14.451516,7.2833476,-6.8637753,6.681269,9.245195,7.2129264,-3.765563,6.8320975,6.5324583,6.0674047,-7.4609103,6.4907565
388,00 Alien Blues.mp4,rock,0.35760587,0.20164217,0.1293229,0.08112966,0.0851980918890178,0.06024907684310825,,,1621.196036127317,606.4713357739802,1758.7760088812065,447.1484259573615,-125.65364,86.73934,128.55453,27.163422,-34.30768,20.248808,30.489197,15.491449,4.56584,11.516846,7.5433564,10.924291,0.60109913,9.202844,0.16574939,8.8798685,-2.19884,9.796988,10.730617,7.7907166,-1.7605783,6.9143367,6.219804,5.739417,-5.2038116,6.148199
389,00 Believer.mp4,rock,0.58505714,0.3107167,0.2259578,0.13932772,0.0914048905162413,0.06288483237012076,,,1963.0778216739334,845.3760039718832,2030.8795126208881,484.88383648466964,-89.29179,112.15007,96.55241,34.576244,-21.500254,22.183361,26.61545,18.58413,-2.4773064,17.55571,12.774341,14.201998,-13.40772,13.770227,9.098141,12.707695,-8.185426,11.93759,-0.005512329,10.415481,-4.2939544,9.271215,-0.40989208,11.103023,-2.6601763,10.235232
390,00 Bang!.mp4,rock,0.4012849,0.27033633,0.14791931,0.11998508,0.07710689771848414,0.08725873065069037,,,1819.1030644834227,1101.3465810297012,2040.2646540055312,691.2298702383337,-170.32903,126.93513,96.77029,51.285282,-10.081261,26.091856,15.444146,19.183262,13.603725,15.499399,7.1951056,16.77086,-0.06491271,11.746835,11.307781,11.402693,-2.7876654,16.952932,12.325894,11.745309,-7.182012,12.226116,8.6558075,11.157803,-4.253457,10.859805
391,00 Best Day Of My Life.mp4,rock,0.31728974,0.0761928,0.13602532,0.038584765,0.061140516241299306,0.0351614756469503,,,1603.7557611258758,603.7291242088558,1928.464618227549,441.2746338908855,-142.46794,76.931206,110.09972,28.89059,-10.396774,20.0339,35.83109,17.012756,-10.34775,13.863541,22.534903,10.45643,4.511267,10.351089,18.363726,11.505879,-4.87218,11.330488,13.467648,10.620777,6.1848283,11.426129,13.459859,12.00703,-0.41961098,10.644762
392,00 505.mp4,rock,0.13681994,0.04585068,0.053312056,0.015179821,0.053335568928847644,0.04349047690791934,,,1093.3805213247751,865.6664581118495,1374.06663765141,743.8599317811055,-331.3365,123.19931,143.00679,45.604713,24.080002,41.54801,31.179108,19.241053,4.257035,19.107643,0.65624285,11.384525,-14.710508,13.904412,-5.7685485,11.122563,-24.488487,10.253281,-16.18166,9.773011,-17.229755,9.571993,-14.111794,8.264327,-20.293661,8.519087
393,16 Master of Puppets.mp4,metal,0.41021025,0.21492068,0.1417185,0.07954357,0.14347538428074247,0.046555854729890225,6.9651155,11.260073,2566.166284204422,535.0733561766588,2179.1645205200134,439.93321961017955,-86.046906,92.57281,70.147995,26.913088,-37.80188,32.55504,46.115726,20.427279,0.16719347,9.484022,17.890465,13.11676,1.5990909,7.883688,10.565763,8.876779,-11.190665,6.908287,2.6137612,7.245695,-5.245875,5.6437583,0.6130711,8.585605,-9.013279,8.066288
