,Name,Genre,AE_Mean,AE_Std,RMS_Mean,RMS_Std,ZCR_Mean,ZCR_Std,BER_Mean,BER_Std,SC_Mean,SC_Std,BW_Mean,BW_Std,MFCC0_Mean,MFCC0_Std,MFCC1_Mean,MFCC1_Std,MFCC2_Mean,MFCC2_Std,MFCC3_Mean,MFCC3_Std,MFCC4_Mean,MFCC4_Std,MFCC5_Mean,MFCC5_Std,MFCC6_Mean,MFCC6_Std,MFCC7_Mean,MFCC7_Std,MFCC8_Mean,MFCC8_Std,MFCC9_Mean,MFCC9_Std,MFCC10_Mean,MFCC10_Std,MFCC11_Mean,MFCC11_Std,MFCC12_Mean,MFCC12_Std
0,00 Bad Company.mp4,metal,0.07731914,0.049596786,0.030780641,0.01853149,0.05622900352861562,0.025602714565480394,,,1025.9723007643727,391.23462220618825,1331.2490385973633,379.4075594203699,-321.60855,68.34965,175.2832,32.386803,-9.237503,16.619913,4.4686866,20.397213,3.451106,12.878218,-3.4702926,10.841927,-2.464897,10.078206,6.4794765,10.283336,-6.9959865,12.133472,4.8027,9.143626,-12.903431,8.17765,-5.129439,8.44399,-8.342498,7.446434
1,00 Down with the Sickness.mp4,metal,0.61952424,0.24825326,0.2642711,0.12049692,0.03076511745939675,0.02746114773812033,,,1251.3197327176165,661.3823005062114,1773.931100211369,467.0422393903835,-123.26844,102.681564,106.912125,26.099455,-8.374556,21.964207,57.50563,12.266993,12.417847,9.670952,29.381422,6.603059,9.717286,7.2565084,15.470217,5.584232,4.685089,7.1007185,8.934038,6.2278786,0.8678021,5.830038,5.8156166,4.7857327,-4.8861146,5.874538
2,00 Bodies.mp4,metal,0.6623568,0.36886084,0.24420133,0.15492056,0.16400509957463263,0.07031206746500904,,,2684.988774628461,650.9063508925645,2286.600122698381,347.86632859101144,-46.118977,135.30463,68.03733,28.113096,-29.347164,19.546822,40.08419,33.116398,-5.6898074,11.823946,11.8303175,19.453487,0.7341167,12.117982,5.668146,11.829338,-1.5867974,9.321163,3.6797872,10.694657,-1.3897603,7.2619014,4.7033954,8.714637,-7.6856275,7.98642
3,00 Duality.mp4,metal,0.73245543,0.29210886,0.31141615,0.16346994,0.10416364559164733,0.03675451719630233,,,1727.2459930837204,555.84498716172,1632.4847372337392,543.7814428717727,-24.59867,111.768265,134.70955,39.9815,-49.66294,21.594667,22.062485,25.99036,-4.2212825,11.282608,8.439414,14.460729,-6.8761783,9.809386,4.8599215,8.713341,-5.3168187,8.056004,10.053586,8.401719,-2.9478524,6.8434,5.71253,8.403464,-7.0084124,6.6542463
4,00 Before I Forget.mp4,metal,0.6064907,0.22144492,0.22983427,0.0892102,0.11369211620262955,0.04850196135659104,,,2268.9747592977574,525.5775969873281,2177.829228336655,415.98512783953436,-12.776805,75.71702,94.700874,26.037376,-27.103342,22.66322,46.768547,9.760952,-3.7361717,8.779487,13.348846,11.030587,-8.063964,6.882745,8.171692,10.686053,-4.0432506,6.196556,6.8384285,7.1238747,-5.253628,5.237369,8.928565,6.87112,-7.371834,5.7917914
5,00 Fake It.mp4,metal,0.17318745,0.13821246,0.06414374,0.046818864,0.07743166328306264,0.04199530718241622,,,1252.43527044463,621.1750919256907,1163.7008972535139,504.83193157165726,-256.5466,97.30516,151.27011,40.005775,-37.86194,30.498425,-15.222988,30.120901,-26.774704,18.870966,-10.713206,13.173847,-7.0282426,11.628707,-14.747402,10.533598,-13.818624,8.884877,-8.582682,9.304679,-15.427026,7.6760297,-9.044024,8.649508,-16.452126,6.8742085
6,00 Hail to the King.mp4,metal,0.17523453,0.12759858,0.056323636,0.045820158,0.22950880341260635,0.05601428412434015,,,2911.034105048591,473.41287274329306,1876.6877051556673,343.03140630319473,-165.45119,62.681004,53.43559,23.841639,-62.93321,23.126177,54.32351,11.239294,-28.913836,13.4767475,9.831312,8.78997,-8.593722,9.084147,-1.1858352,11.969465,1.5573846,7.779654,0.6331688,12.073653,1.6262858,7.25566,-0.30089962,8.9539385,-0.5965192,7.5464215
7,00 Bleed It Out.mp4,metal,0.4040532,0.21541534,0.12305832,0.062085323,0.17786579176334108,0.07391327393254103,,,2544.6421708111934,830.2635941489019,1928.5982314516514,519.769298475352,-103.426346,119.56367,68.47463,33.264973,-53.3684,27.847116,36.15068,20.814487,-25.967596,17.34437,2.2249544,12.894944,-19.816729,13.602589,-0.7174772,12.769607,-8.462114,11.246608,-2.617364,10.893208,-9.508325,11.264202,1.6605288,8.935833,-13.931762,9.230083
8,00 Headstrong.mp4,metal,0.5822708,0.2500245,0.21644425,0.107089244,0.10223846553557618,0.07207284317442651,,,2271.0284009964325,921.2797763824764,2340.3051229083485,560.1423440695797,-71.8952,93.98592,77.23412,31.480772,-5.9306097,22.518845,49.60486,20.99676,7.440924,11.858483,22.164015,8.9476,0.6040369,9.961091,17.57757,9.137041,0.25147069,9.755306,13.395284,8.693157,1.5114442,7.829029,7.48852,6.339415,-5.52949,8.00561
9,00 How You Remind Me.mp4,metal,0.17632852,0.12160819,0.06551542,0.04409907,0.09504755172080433,0.10086654385413422,,,1886.2250839950573,1324.4062935042355,1927.961296687691,1014.2340554506924,-241.67737,166.22453,72.78357,46.48329,-9.3279,22.74732,16.005064,21.248009,16.041986,16.496181,8.852204,13.173413,-13.5600815,15.952371,8.355287,12.598721,-17.366661,16.228718,6.1001263,13.386698,-7.1355367,12.771145,-3.9152162,9.986049,-4.8319864,8.557683
10,00 I Hate Everything About You.mp4,metal,0.2504272,0.11038398,0.09071592,0.041163005,0.1131981704369683,0.06019695797530952,,,2000.2159433575428,765.1036994346335,1846.0259353590018,606.3983468967574,-162.38101,116.40702,90.99075,40.771313,-38.917625,23.003983,47.26122,21.341774,-1.9546931,14.04592,4.174076,11.365952,-0.87900877,13.236339,-7.408313,10.981614,-16.146261,11.382122,-3.5600755,11.434293,-13.142006,10.09812,2.5132384,7.207415,-11.190424,9.138293
11,00 Addicted.mp4,metal,0.06615603,0.05186495,0.028748767,0.024529487,0.06036485523008507,0.06406979668049842,,,1282.2675481779038,913.8548036512226,1540.8606170620992,708.2842204283971,-387.7842,108.6556,111.17334,37.700943,6.487024,20.679522,34.257442,15.962549,14.935115,18.773676,-5.8907785,12.536356,-4.4135337,10.672074,5.9836755,9.449322,-9.666854,14.920348,4.251037,10.811842,-9.141251,13.931763,-7.9188266,11.126349,-21.564516,11.63212
12,00 I Will Not Bow.mp4,metal,0.5826321,0.37204018,0.22533274,0.15887871,0.13043566922853828,0.0691609869291308,,,2367.5456972848597,866.1273188016046,2123.038945462466,690.5573871702032,-79.73562,160.34886,72.94217,30.734562,-20.310417,27.305023,47.1914,21.463024,-8.12656,13.680615,8.626784,12.319061,-1.9672991,7.9866624,7.5821667,14.604641,-3.5497353,6.8682814,5.91441,13.08614,-2.1425323,6.002713,5.2981634,9.088961,-1.3633194,6.706143
13,00 In the End.mp4,metal,0.3672609,0.2998202,0.13530974,0.1221386,0.10930249419953596,0.06305868460557605,,,1913.7219451588276,678.7282089066915,1789.8286773357158,472.2097413605889,-119.442535,103.544205,110.62409,29.971193,-47.07117,25.71888,26.96306,16.089392,-8.225919,14.278763,0.25884494,12.324699,-6.254724,8.986863,-2.9414837,16.658278,-4.5269556,7.138977,-0.20374998,13.451784,-5.305606,8.981404,1.1149546,10.016689,-11.0886135,6.6654806
14,00 It's Been Awhile.mp4,metal,0.3433829,0.23674197,0.13581516,0.09108112,0.04658950841067285,0.04283240932525854,,,1148.561448255434,758.0714028720503,1519.091225587191,723.4657241496345,-203.4783,119.009964,134.83588,44.551704,4.384659,20.02618,36.333027,14.306977,23.8242,18.29718,1.7000941,15.08495,-5.0719085,9.352694,14.50587,9.38197,-7.0381455,10.081171,1.6282893,12.883962,-1.9795908,10.702146,-0.3482552,9.651074,-5.119274,9.7417965
15,00 Dani California.mp4,metal,0.56186867,0.26356992,0.20284218,0.115036316,0.069008906129157,0.04870975172048445,,,1988.739732141163,723.3325193272212,2486.1066537443903,419.6373905759888,-100.10709,90.899635,80.18435,25.077585,16.875347,16.169947,48.1878,13.478436,6.6574903,12.438148,25.450026,8.460259,-2.9357936,11.136462,17.08835,7.8961554,-2.547089,11.621966,10.7432165,8.471051,-2.5765252,8.193964,7.3636975,7.1463184,-2.8857863,7.2166123
16,00 King For A Day.mp4,metal,0.6730805,0.34881333,0.26053062,0.14663011,0.10992861199729312,0.05432153098651729,,,2157.810340336058,852.9280791382585,2076.6511898494036,659.5644709611918,-46.069927,153.01305,95.86193,39.017796,-25.775051,16.041862,29.738665,12.91841,3.6915362,10.696529,7.475609,17.788635,-2.0257444,10.062686,4.4656672,11.957267,-6.3218436,11.372996,4.812962,14.15758,-10.115966,9.339651,2.0461478,11.077344,-3.3855457,7.7560773
17,00 Kryptonite.mp4,metal,0.49756116,0.24815024,0.1924651,0.08850223,0.07672246592227379,0.05751684771417368,,,1592.5115838994104,799.6648673379802,1887.2369287725533,668.3872136892227,-130.53671,115.35446,110.1428,32.591095,-0.4146618,21.302578,63.299847,28.275429,4.5305142,17.532867,3.6996658,17.245283,0.9624027,10.1322565,9.33004,14.854011,-10.326921,9.475091,1.0996395,11.686067,-2.57844,7.6072273,5.1536427,8.4619055,-9.781393,7.043699
18,00 Last Resort.mp4,metal,0.3924157,0.3174289,0.13565578,0.12106465,0.12969324004253674,0.11705994207759667,,,2133.2003916777935,1466.9464533690445,1756.1791561415448,1026.9459721481085,-170.89981,206.0803,40.545498,40.111122,-22.661041,24.72211,24.220772,23.67273,-6.4560375,16.709076,7.6991653,11.169769,-4.7406693,13.886901,4.0060873,11.759466,-2.3861437,9.835426,6.6017528,9.36693,-4.153054,9.010578,7.1772857,8.401351,-4.5443964,8.350881
19,00 Lips Of An Angel.mp4,metal,0.06354268,0.03527209,0.024609026,0.015004655,0.10848529340680588,0.06973776629665837,,,2193.6369589116107,843.4733480421465,2251.771556984848,552.7796181949074,-288.1413,90.4389,81.86785,32.116554,-15.535324,18.319601,19.177757,17.106798,-9.472528,16.58614,8.819965,9.947272,-16.199303,10.139945,-3.5467863,9.549517,-20.36442,11.704488,1.2065958,9.125626,-13.623916,10.393413,-5.7273,7.413362,-17.735947,8.372358
20,00 Master of Puppets.mp4,metal,0.3709907,0.19057806,0.1362136,0.07387562,0.12413597254447023,0.06562066554622553,,,2462.1247771723256,797.2890602432557,2150.0152620210615,488.59936750391586,-118.01419,93.72169,64.70721,28.280542,-25.535254,18.913551,75.83967,18.204592,7.96251,6.4934707,16.714928,8.79822,4.609405,8.026903,7.4763145,9.719675,-8.933995,6.610909,-0.6132874,8.646273,-2.7620394,6.2740383,6.354504,6.0038958,-10.046524,6.2556543
21,00 Custer.mp4,metal,0.6505233,0.4049818,0.2648503,0.181998,0.1258647827242846,0.035697131666132496,,,2471.1573293846745,484.6588440694945,2305.2892834265626,417.3149802771124,-46.124325,150.74632,79.69277,18.604406,-20.09729,18.736961,45.439518,13.083755,-0.5669312,12.1667795,17.328487,9.12612,-2.3603404,9.183223,9.305542,13.043929,-1.9614516,7.349326,3.24066,9.144304,-7.624202,7.2357774,6.7875557,9.370035,-6.505225,6.449215
22,00 Monster.mp4,metal,0.36877644,0.15785776,0.14376485,0.055436026,0.07475725662219644,0.07429792070756532,,,1903.682173345904,1139.4831887370665,2251.8021023046585,767.514735628853,-193.21484,96.39499,83.932465,47.160057,16.107517,28.88463,20.725826,22.51935,1.3798071,17.128654,-1.4908012,21.58839,-1.2844001,15.194329,-5.397064,15.153167,-19.415962,14.185799,-2.2402709,11.410797,-25.159538,14.275513,-7.6073327,12.425494,-28.214684,14.217505
23,00 One Step Closer.mp4,metal,0.57477456,0.23980881,0.20354763,0.09844487,0.11575248936581593,0.05388589579169894,,,2165.0389861642216,515.5621190918222,2041.9668380556654,326.0144242680795,-36.216286,82.56608,95.39215,22.72852,-37.65972,16.467403,45.53896,14.167377,-11.292421,13.60517,7.064628,11.788755,-5.181297,10.093512,2.0079145,15.548641,-2.0148706,8.641895,1.8062397,14.180062,-4.970455,7.18959,3.934256,7.986754,-9.886439,5.6328998
24,00 Numb.mp4,metal,0.52147084,0.3142462,0.19763374,0.1306851,0.10633806433681361,0.060067896683368066,,,2009.0336897551533,727.027474489453,1999.3444716302104,596.8464988250487,-99.81182,144.32724,95.09828,41.36641,-16.661703,21.226404,22.553167,18.556799,-4.1392374,18.620008,2.4779687,15.808307,-12.128611,15.045332,8.487759,8.686437,3.2161288,11.48672,5.579765,11.674325,-5.5461836,10.878534,8.220044,10.596601,-0.60987157,10.743017
25,00 Paralyzer.mp4,metal,0.5800965,0.2690721,0.21130267,0.12282725,0.1392564530162413,0.07399329114359915,,,2537.7477238330043,753.7059921485755,2399.9340337073254,394.20591299931516,-36.72701,102.00047,75.67999,25.913189,-13.796024,20.163286,34.35902,18.325066,-8.145405,16.00531,9.419935,10.922427,-4.9066715,8.898587,3.567413,10.4432745,-11.236566,9.366566,4.4932265,8.141442,-5.012065,8.476769,7.323969,6.461111,-6.8423676,6.986624
26,00 Popular Monster.mp4,metal,0.3891399,0.17654645,0.13680466,0.05867651,0.09316240090873937,0.06961140843741999,,,1887.2221588968232,1137.1982192881474,2101.466462298378,865.654965008307,-141.61574,143.58766,105.95485,39.018764,22.563477,34.72324,23.51544,18.071905,8.405202,15.658859,4.474576,14.710225,-18.703827,13.313582,5.282119,20.360653,-16.35288,12.211103,2.7352333,17.239182,-11.049724,9.85287,-0.18797073,12.307222,-5.9666276,10.003972
27,00 Riot.mp4,metal,0.5205715,0.33776158,0.22827826,0.16190715,0.07418551817478732,0.10285654455538278,,,2117.80986226207,1379.1722916912342,2373.3536326279664,823.890943771125,-155.72269,141.97047,73.4457,40.25554,19.714397,24.245077,18.735535,19.308784,6.9845123,14.676714,16.774595,14.33097,19.59038,14.815475,26.13649,11.746791,3.5501719,15.364427,17.392168,16.510948,-3.6210046,10.378688,9.463156,11.048472,1.5146078,9.902071
28,00 Rockstar.mp4,metal,0.533611,0.28345153,0.27606955,0.16059357,0.03275449535962877,0.023242285848627593,,,1016.5877379649038,722.827488922622,1467.907137839989,809.5742799321669,-189.75554,121.40035,118.13307,34.792236,24.216974,30.944092,21.216711,20.885284,14.534323,15.399049,13.182278,16.044447,2.3597202,16.773386,0.79853773,20.259407,-5.2391467,12.943641,3.5004961,14.4615755,-1.5672091,14.785846,6.1998844,17.017288,-1.0726565,17.045416
29,00 Aerials.mp4,metal,0.13154612,0.11241688,0.052109066,0.038825836,0.04620054500193349,0.04805768653627436,,,873.0038307465999,607.3318686972318,1073.0086903679423,599.3726223158953,-347.7943,156.97173,134.92476,70.66801,-29.67801,35.86086,27.645422,18.766375,9.144526,12.0784645,8.022061,8.662249,3.1070933,11.801531,-6.2766285,13.164738,6.1324115,14.427595,0.19670491,7.1708903,-8.739354,8.809846,4.2034554,9.296042,-11.290512,13.217331
30,00 Sextape.mp4,metal,0.28767687,0.15292984,0.11708586,0.055984925,0.03354601701469451,0.03331366108460854,,,692.8669041697145,456.9761683857302,999.6814723453895,503.53167831259884,-279.76035,107.80182,163.335,44.221157,8.747025,23.558119,27.21382,14.90899,6.3125787,12.668634,6.479425,9.448043,15.621565,9.113264,7.986375,14.089647,-6.4983745,11.491312,-0.13695213,15.645186,-0.10351864,8.070929,-0.6826025,8.184225,-14.298344,9.221961
31,00 Smooth Criminal.mp4,metal,0.31803545,0.19339578,0.11217249,0.07304355,0.08518223124516627,0.0784199073814562,,,1808.7554497601475,1054.4205494641428,2090.748013413587,640.8505430558149,-191.06747,138.61607,100.430565,37.89366,7.4583077,25.665771,31.919506,17.222197,1.2698605,17.212273,22.176712,11.966627,6.2240477,14.464212,11.720968,10.192791,0.9831868,9.564733,12.910493,10.6126795,1.3848982,14.108006,8.578381,9.682022,-5.430185,9.397338
32,00 sTraNgeRs.mp4,metal,0.36846858,0.22856113,0.1519985,0.10220999,0.032550572795823664,0.03415438379002184,,,813.3646604481437,698.0257070231843,1374.01753159197,703.20484185948,-249.9392,82.254944,147.87927,37.85873,59.24162,34.50044,39.598312,18.105152,8.689811,15.449467,14.744073,15.326585,10.623949,12.456454,9.981186,10.852433,-2.4230134,10.342695,11.97549,10.683353,-2.241907,9.744436,6.3757377,9.310825,-7.059331,8.526221
33,00 Snow (Hey Oh).mp4,metal,0.17739537,0.14029266,0.06690041,0.054750584,0.05766703523781903,0.050787746573955225,,,1466.243917148661,970.9405015557708,1682.2033661664748,916.7361157504212,-270.29196,158.87181,89.64334,47.29578,-8.899078,28.599337,37.16396,19.0598,9.989863,13.137689,8.9546585,20.357592,-4.5964375,10.355654,5.16881,13.86831,-8.831696,10.475335,1.4664059,11.05279,-6.069853,8.265791,-0.1388165,8.502599,-6.7206697,7.4141426
34,00 The Reason.mp4,metal,0.4568454,0.23734562,0.18831836,0.09636947,0.06332777455529776,0.040029758583157764,,,1828.647482896201,951.1493547017891,2216.8992252971607,742.1155853940043,-142.80322,105.70984,90.68094,35.72741,20.915981,19.66949,42.28888,14.394718,3.8323133,17.206902,16.820534,14.384637,-4.4009433,9.668218,16.711142,9.770064,-8.893945,10.579665,-0.3298508,18.627787,-14.222747,10.888263,4.820181,8.201976,-5.7272534,9.477886
35,00 The Diary of Jane - Single Version.mp4,metal,0.515895,0.23406787,0.18912926,0.08526712,0.08565351894818252,0.04229799117148791,,,1776.1863214806544,812.9195364485472,1922.5605633631583,811.1999242574968,-92.06784,123.86551,111.91894,42.927814,-14.7189045,18.78726,20.322813,25.633549,5.9003987,9.899673,10.775949,12.986231,-2.0307539,9.5895,4.3388963,13.2030115,-8.811615,7.0516477,5.443956,10.092163,-6.823576,11.096745,4.282689,12.319689,-6.603288,6.5342956
36,00 Toxicity.mp4,metal,0.27592006,0.20635733,0.0931434,0.07326586,0.11187947119102862,0.056669030682067474,,,2098.5584333407005,838.2827656546466,2003.063926205353,627.0797068065527,-172.64877,152.7852,91.25874,31.50921,-21.125616,22.267744,37.745975,14.54339,0.95662254,9.8735,14.189425,10.798623,0.92080307,8.76062,8.333395,10.116744,-0.8012445,8.127589,4.0222874,9.679938,-2.5745268,7.776346,1.7676083,12.522083,-9.202303,7.1441507
37,00 Voices In My Head.mp4,metal,0.5045775,0.16748014,0.15939072,0.055661578,0.11322158376836813,0.08236875503127468,,,2202.726988445725,997.8454455899179,2245.503628694367,509.58695847570027,-77.63233,74.55944,98.939255,37.504745,-4.0719347,25.085402,13.196785,18.801783,-15.63097,16.971804,14.781887,12.2751255,-22.708038,12.713039,8.755021,10.27654,-14.62726,12.104195,-0.05022509,10.489169,-7.1672263,10.670238,2.1631844,9.058133,-10.296807,9.61252
38,00 Bring Me To Life.mp4,metal,0.3060904,0.20195964,0.12414096,0.083738185,0.07793844861755607,0.07320158717732642,,,1546.8890025727358,940.7617466431155,1634.0111162460792,628.1669566499872,-237.67061,98.399315,102.276825,37.52435,-7.130305,27.081942,14.417748,23.480524,-10.175466,19.117281,-21.23507,16.935827,-13.79069,16.424517,-3.1109288,15.84427,-13.886437,12.54179,1.258502,17.15105,-16.479548,14.089354,5.5042324,18.87833,2.3589346,12.268458
39,00 What I've Done.mp4,metal,0.27889943,0.2705712,0.10035894,0.10117201,0.10586828717130704,0.056470790225502325,,,2011.0946083493816,834.594494368932,1957.5471998800301,666.4168588053298,-166.0757,128.46176,92.33515,31.78881,-14.253015,18.053127,29.467094,21.728228,-5.3481293,11.836501,6.928695,12.243377,-10.285595,12.122975,2.4640348,15.4016905,-4.2252855,9.882165,5.3105645,8.223958,-1.7348733,7.110819,6.0846095,8.206392,0.74736524,9.101431
40,01 Aerials.mp4,metal,0.45175067,0.15104139,0.15938042,0.054871984,0.10376788476411446,0.03896038374750455,24.546793,45.16529,1921.1060469623371,576.5471436729971,1912.3473694912227,504.750861370576,-76.36155,75.57824,113.257324,34.59969,-40.62786,22.676672,37.31399,11.132012,3.3396995,11.150813,13.654615,9.815599,4.502779,8.748723,6.1888742,12.308727,2.5028982,8.81148,7.0786724,10.107026,-8.807111,6.0743895,7.251993,7.607851,-12.219819,6.229272
41,01 All Summer Long.mp4,metal,0.76180404,0.20560989,0.3070599,0.12232975,0.08105544276875483,0.053639111473265964,89.517296,188.67361,2095.2497744732386,856.7390531153623,2437.025629924023,482.42574826858424,-35.574047,54.955612,89.97581,28.152708,10.930894,23.554537,41.908463,14.427901,7.1272144,10.194935,26.048422,9.007242,-5.2855134,11.479014,11.746432,7.9880667,-1.2945529,9.587761,13.25307,8.257413,0.3794435,7.2822175,6.1371055,6.676448,-6.9187937,7.0548544
42,"00 You're Gonna Go Far, Kid.mp4",metal,0.5952919,0.2898832,0.20999587,0.11604428,0.14826831979891725,0.09925350082537715,,,2731.464218837575,1150.72579610842,2420.5902370901813,717.1597354163873,-53.837574,132.70645,57.95471,34.03176,-6.1992908,18.220592,31.720327,15.321039,-3.3111696,11.703561,11.087776,10.311348,-4.7661476,9.127139,14.584051,10.044291,-3.9442556,7.3011827,13.503363,9.026089,-2.8048918,7.2773185,9.544514,7.0664115,-3.5109696,7.908564
43,01 Addicted.mp4,metal,0.19126847,0.11890778,0.07292081,0.043163758,0.07152244054524362,0.05926405093208458,174.98248,476.04922,1650.0537941759933,831.5042006010648,2000.827665400445,575.7693240233452,-221.99995,108.9877,114.75469,32.188984,3.3667657,22.530962,32.76818,18.43507,5.996002,15.56505,-0.0029373346,13.444875,-3.6918292,13.50521,9.435757,11.156788,-15.289899,12.728248,9.168153,11.263613,-12.091287,11.37319,-2.938069,11.262481,-11.177025,9.361755
44,01 Animal I Have Become.mp4,metal,0.780687,0.17682676,0.28958803,0.0760174,0.11013857671113689,0.0459949100515967,15.07756,14.636218,2277.537495739505,653.8837599286254,2307.4212135644516,424.2735223434203,1.7360139,41.49168,93.13736,29.078112,-15.921343,19.188763,50.076736,14.521384,-0.7366549,10.397454,24.82936,8.826978,-5.4558887,8.657617,10.366745,7.39593,-0.38396102,9.25593,8.50734,8.594163,-1.8008691,7.9420595,9.348221,6.953729,-6.6919417,8.007495
45,01 B.Y.O.B..mp4,metal,0.7616529,0.21132289,0.2644469,0.09331455,0.14500933512180975,0.07017768698101687,8.030045,7.77195,2710.9479786751594,628.0276084166316,2526.4165869516833,293.51680383232275,12.706485,41.638367,72.87876,20.679873,-16.080103,17.503048,36.834183,11.584867,1.9801778,10.031143,16.07479,8.5025015,-3.0044951,8.906241,13.5760145,8.18093,-5.2248135,7.269446,15.769164,6.6256013,-3.779152,6.460629,10.473507,6.695059,-6.509618,6.226859
46,00 Change (In the House of Flies).mp4,metal,0.40209582,0.23022428,0.15634489,0.09381778,0.05383329103828306,0.03497710645974725,,,1198.7360484948103,696.2578043577806,1492.9814693027583,668.2837845769315,-170.35411,111.253845,146.3894,43.499928,-3.1679227,28.38096,20.850702,16.597292,8.038488,12.366015,-2.866865,17.65192,-12.635544,10.655815,-4.4745355,12.17859,-10.480125,8.228743,0.71681464,10.484942,-9.641949,6.375744,-3.9639196,9.681567,-8.043813,5.995587
47,01 Bad Company.mp4,metal,0.14107011,0.07136724,0.053741645,0.027100025,0.06839487263147719,0.04263978383363121,183.33368,269.11603,1339.4570723974734,609.7114860675026,1632.6289100382824,494.6719191995618,-250.18779,56.067966,152.39296,31.756905,-11.674664,20.831444,2.0331674,16.224243,7.678082,15.454727,-2.9196112,12.380865,-8.107745,9.869448,7.6527824,10.170904,-10.553086,13.800475,14.914522,10.22601,-4.1334558,9.009907,-1.0911903,9.575177,-5.4688263,10.538371
48,01 Before I Forget.mp4,metal,0.78101474,0.14667271,0.3001003,0.069864206,0.12533760513341066,0.03976673208280617,8.800606,5.8597574,2554.721122254165,422.81644455025815,2443.777100648794,218.57907319820018,33.92117,29.180717,83.38471,15.919688,-18.764872,14.765063,31.316498,16.619333,-9.338743,15.633094,18.495583,8.754803,-10.89361,9.28606,12.477283,7.836017,-8.989373,7.3913307,10.948632,6.8079724,-5.847999,7.1303544,10.865094,6.9490533,-8.913827,6.767201
49,01 Bleed It Out.mp4,metal,0.80871713,0.15431815,0.2689784,0.06764182,0.15577418068445475,0.05335609386625621,4.5402083,3.6703322,2591.7766238168983,555.7862760988708,2288.079973805248,253.3650793571567,27.270317,34.80873,79.47605,21.585814,-30.134003,14.97491,36.017723,13.698002,-6.6689982,11.260606,11.148849,9.59668,-11.277075,9.354331,11.02954,7.5763173,-5.5272484,7.4073973,6.4565644,8.001388,-7.526241,6.807582,6.178319,6.718212,-9.363635,6.7463074
50,00 B.Y.O.B..mp4,metal,0.621444,0.28155196,0.20923866,0.10835809,0.17281908594354214,0.052781457366758454,,,2749.415777186583,538.8216838945116,2246.0080194077073,585.8448525510041,-24.576138,95.666695,65.97583,17.803827,-41.827324,38.36451,40.26537,17.001305,-3.6154554,13.056045,10.3190975,11.16862,-3.1390758,8.76592,10.613678,9.655142,-3.0312061,6.2026877,9.925946,12.435488,0.07746489,6.635777,6.495645,8.22779,-5.859369,6.4100347
51,01 Bodies.mp4,metal,0.8571216,0.146059,0.33525845,0.0891271,0.09127876063418407,0.04159572350205639,31.533594,86.47769,2157.738854465879,611.6636476280971,2341.9287733929086,393.50800139521,-1.1392617,49.746105,89.93552,23.599243,-9.24188,18.201437,48.42329,15.946001,6.2068696,12.896317,18.247135,9.201714,3.0239804,9.171539,13.33437,7.9366913,-0.05439323,7.779001,6.9571075,6.6696415,-2.645997,6.4675884,8.702639,6.817999,-6.6545467,6.2301145
52,01 Can You Feel My Heart.mp4,metal,0.9000882,0.12693982,0.3597199,0.0853462,0.10895733637857695,0.035965013357698285,14.076932,18.552952,2212.50542812853,458.0229079846268,2241.9450967493717,326.1881266460251,34.562885,29.331268,96.132675,17.91112,-26.490139,18.116982,31.470257,11.562627,-3.2059453,8.182917,20.600702,8.606804,2.4799392,7.802842,17.891739,6.5848255,-3.5348368,7.0413876,12.33591,5.744651,-8.30708,6.499216,7.0006027,6.8673825,-2.455841,6.253001
53,01 Chop Suey!.mp4,metal,0.71481615,0.25325927,0.2482265,0.11294757,0.13495444218870842,0.05199735287597031,8.909178,17.495344,2614.9312717917564,525.4852092081808,2434.4082135506396,289.8985640838295,-10.45595,95.79875,73.16477,18.154457,-19.03248,17.91246,42.755226,11.264728,2.1141782,10.545302,15.344542,9.073678,1.5018317,8.881479,10.646291,7.2468567,-1.5997756,8.563415,11.613389,6.2405653,-5.776618,8.566722,9.028448,6.379661,-9.935813,6.6907997
54,01 Down with the Sickness.mp4,metal,0.76090765,0.19768268,0.27854463,0.098006256,0.09950816898685229,0.045516798929348234,46.184807,764.91174,2333.221661051253,544.2310625460431,2354.8017314130034,365.26306230536125,-12.664839,53.320095,80.41933,19.74601,-24.168083,20.08405,46.720745,16.183676,7.5723343,11.313966,16.161604,8.241257,6.008357,7.9729786,16.505043,6.968431,3.115643,8.204177,12.198011,5.362725,-3.3738015,5.1018186,12.191352,5.269541,-1.0041393,5.004894
55,01 Custer.mp4,metal,0.8624865,0.15956822,0.34761754,0.0955739,0.08306974453789637,0.041107779347191356,52.03752,90.22264,2226.540093818762,580.0382177414049,2485.9334229813935,287.7817149231223,12.021993,47.631298,88.074234,22.15409,-3.4000552,18.051235,38.56843,14.711788,5.8896146,11.813636,23.10598,8.854089,-0.21107298,9.904724,13.805083,8.20836,-3.3364322,6.747383,9.269192,6.9329906,-3.483749,6.5882955,13.135389,6.3168416,-2.7309923,6.02575
56,01 Coming Undone.mp4,metal,0.7289704,0.23930393,0.26867247,0.11508241,0.13541817720417634,0.04648639786697005,10.846378,49.667873,2474.2674975743826,438.0173323128295,2269.67469330325,308.7293444369747,6.088832,56.08052,79.47984,17.47878,-33.471905,17.713184,45.953495,16.12765,3.4242647,10.5440445,19.952183,8.414708,5.4932556,8.36413,12.551077,6.8366513,3.4050968,7.40679,11.0463295,7.044601,1.4619342,6.7863536,11.237599,5.7318444,-8.227022,6.8598185
